GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
295736328,20130502,201305,2013,2013.3342,uig,UIGHUR,,,uig,,,,,,CHN,BEIJING,CHN,,,,,,,,0,190,190,19,4,-10.0,1,1,1,1.50478796169631,4,"London, London, City of, United Kingdom",UK,UKH9,51.5,-0.116667,-2601889,4,"Gurs, Nei Mongol, China",CH,CH20,42.8156,119.52,-1907877,4,"Gurs, Nei Mongol, China",CH,CH20,42.8156,119.52,-1907877,20140502,http://www.cachevalleydaily.com/news/national/article_642f4705-05c3-5031-8dc4-0e06df006bb5.html
295599296,20130501,201305,2013,2013.3315,CHN,XINJIANG,CHN,,,,,,,,uig,UYGHUR,,,uig,,,,,,0,1124,112,11,3,-2.0,8,1,8,1.32780082987552,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140501,http://www.rfa.org/english/news/uyghur/attack-05012014155928.html
296927540,20130512,201305,2013,2013.3616,uigCRM,UIGHUR,,,uig,,,CRM,,,,,,,,,,,,,1,190,190,19,4,-10.0,2,1,2,1.00671140939597,4,"Tiananmen, Beijing, China",CH,CH22,39.9072,116.391,-1928471,0,,,,,,,4,"Tiananmen, Beijing, China",CH,CH22,39.9072,116.391,-1928471,20140512,http://www.todayonline.com/chinaindia/china/beijing-adds-armed-patrols-key-sites
295302834,20130429,201304,2013,2013.326,CHN,XINJIANG,CHN,,,,,,,,MIL,MILITARY,,,,,,MIL,,,0,043,043,04,1,2.8,20,2,20,1.48835664464701,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140429,http://news.outlookindia.com/items.aspx?artid=839088
299419898,20130531,201305,2013,2013.4137,CHN,XINJIANG,CHN,,,,,,,,CVL,TOURIST,,,,,,CVL,,,0,173,173,17,4,-5.0,2,1,2,1.78890876565295,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Tiananmen Square, Beijing, China",CH,CH22,39.9044,116.391,9244097,4,"Tiananmen Square, Beijing, China",CH,CH22,39.9044,116.391,9244097,20140531,http://www.scmp.com/news/china/article/1522985/state-enterprises-xinjiang-ordered-hire-25pc-new-staff-local-minorities
295736327,20130502,201305,2013,2013.3342,uig,UIGHUR,,,uig,,,,,,CHN,BEIJING,CHN,,,,,,,,1,190,190,19,4,-10.0,26,22,26,1.94872242453136,4,"Gurs, Nei Mongol, China",CH,CH20,42.8156,119.52,-1907877,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,4,"Beijing, Beijing, China",CH,CH22,39.9289,116.388,-1898541,20140502,http://www.mercurynews.com/breaking-news/ci_25683564/attacks-show-bolder-terror-threat-growing-china
295736331,20130502,201305,2013,2013.3342,uig,UIGHUR,,,uig,,,,,,CHN,BEIJING,CHN,,,,,,,,1,190,190,19,4,-10.0,71,8,71,1.71001423400942,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140502,http://www.utsandiego.com/news/2014/may/01/attacks-show-bolder-terror-threat-growing-in-china/
295736332,20130502,201305,2013,2013.3342,uig,UIGHUR,,,uig,,,,,,CHN,BEIJING,CHN,,,,,,,,1,190,190,19,4,-10.0,18,14,18,2.07253318665071,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,1,Pakistan,PK,PK,30.0,70.0,PK,1,Pakistan,PK,PK,30.0,70.0,PK,20140502,http://news.yahoo.com/attacks-show-bolder-terror-threat-growing-china-051359802.html
298255621,20130522,201305,2013,2013.389,uig,UIGHUR,,,uig,,,,,,CHN,CHINA,CHN,,,,,,,,0,190,190,19,4,-10.0,2,1,2,0.876095118898623,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Tiananmen Square, Beijing, China",CH,CH22,39.9044,116.391,9244097,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140522,http://www.washingtonpost.com/world/terrorist-attack-on-market-in-chinas-restive-xinjiang-region-kills-more-than-30/2014/05/22/06fab2dc-93d4-4cda-ae78-caa913819e15_story.html?wprss=rss_homepage
295599295,20130501,201305,2013,2013.3315,CHN,XINJIANG,CHN,,,,,,,,uig,UYGHUR,,,uig,,,,,,0,1124,112,11,3,-2.0,2,1,2,1.32780082987552,4,"Urumqi, Xinjiang, China",CH,CH13,43.801,87.6005,-1929528,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140501,http://www.rfa.org/english/news/uyghur/attack-05012014155928.html
295599673,20130501,201305,2013,2013.3315,GOV,AUTHORITIES,,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,0,190,190,19,4,-10.0,2,1,2,1.32780082987552,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Urumqi, Xinjiang, China",CH,CH13,43.801,87.6005,-1929528,4,"Urumqi, Xinjiang, China",CH,CH13,43.801,87.6005,-1929528,20140501,http://www.rfa.org/english/news/uyghur/attack-05012014155928.html
295958719,20130504,201305,2013,2013.3397,CHNGOV,XI JINPING,CHN,,,,,GOV,,,CHN,XINJIANG,CHN,,,,,,,,1,042,042,04,1,1.9,40,2,40,1.21227954868422,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140504,http://uk.reuters.com/article/2014/05/05/uk-china-xinjiang-idUKKBN0DL02220140505?feedType=RSS&feedName=worldNews&utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+Reuters%2FUKWorldNews+%28News+%2F+UK+%2F+World+News%29
295302831,20130429,201304,2013,2013.326,CHN,XINJIANG,CHN,,,,,,,,COP,POLICE FORCE,,,,,,COP,,,0,043,043,04,1,2.8,20,2,20,1.48835664464701,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140429,http://news.outlookindia.com/items.aspx?artid=839088
299884776,20130604,201306,2013,2013.4219,CVL,TOURIST,,,,,,CVL,,,CHN,XINJIANG,CHN,,,,,,,,0,042,042,04,1,1.9,8,1,8,3.60655737704918,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20140604,http://www.scmp.com/news/china/article/1525574/cash-incentive-helps-lure-tourists-xinjiang
