GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL
331933258,20140115,201401,2014,2014.0411,CHNGOV,XINJIANG,CHN,,,,,GOV,,,MOS,ISLAMIC,,,,MOS,,,,,0,172,172,17,4,-5.0,1,1,1,1.08813928182807,4,"Artux, Xinjiang, China",CH,CH13,39.7061,76.1519,-1896918,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Artux, Xinjiang, China",CH,CH13,39.7061,76.1519,-1896918,20150115,http://chinadigitaltimes.net/2015/01/turks-held-plot-help-uighurs-leave-china/
331933259,20140115,201401,2014,2014.0411,CHNGOV,XINJIANG,CHN,,,,,GOV,,,MOS,ISLAMIC,,,,MOS,,,,,0,172,172,17,4,-5.0,7,1,7,1.08813928182807,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150115,http://chinadigitaltimes.net/2015/01/turks-held-plot-help-uighurs-leave-china/
333060317,20140122,201401,2014,2014.0603,IDN,INDONESIA,IDN,,,,,,,,UIG,UYGUR,,,,,,,,,0,173,173,17,4,-5.0,2,1,2,1.13636363636364,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333060318,20140122,201401,2014,2014.0603,IDN,INDONESIA,IDN,,,,,,,,UIG,UYGUR,,,,,,,,,0,173,173,17,4,-5.0,2,1,2,1.13636363636364,1,Indonesia,ID,ID,-5.0,120.0,ID,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333060319,20140122,201401,2014,2014.0603,IDN,INDONESIA,IDN,,,,,,,,UIG,UYGUR,,,,,,,,,0,173,173,17,4,-5.0,6,1,6,1.13636363636364,1,Indonesia,ID,ID,-5.0,120.0,ID,1,Indonesia,ID,ID,-5.0,120.0,ID,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333060932,20140122,201401,2014,2014.0603,RAD,EXTREMIST,,,,,,RAD,,,UIG,UYGUR,,,,,,,,,0,036,036,03,1,4.0,2,1,2,1.13636363636364,1,Indonesia,ID,ID,-5.0,120.0,ID,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333060933,20140122,201401,2014,2014.0603,RAD,EXTREMIST,,,,,,RAD,,,UIG,UYGUR,,,,,,,,,0,036,036,03,1,4.0,2,1,2,1.13636363636364,1,Syria,SY,SY,35.0,38.0,SY,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333060934,20140122,201401,2014,2014.0603,RAD,EXTREMIST,,,,,,RAD,,,UIG,UYGUR,,,,,,,,,0,036,036,03,1,4.0,6,1,6,1.13636363636364,1,Syria,SY,SY,35.0,38.0,SY,1,Indonesia,ID,ID,-5.0,120.0,ID,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333061164,20140122,201401,2014,2014.0603,UIG,UYGUR,,,,,,,,,RAD,EXTREMIST,,,,,,RAD,,,0,036,036,03,1,4.0,2,1,2,1.13636363636364,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,1,Indonesia,ID,ID,-5.0,120.0,ID,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333061165,20140122,201401,2014,2014.0603,UIG,UYGUR,,,,,,,,,RAD,EXTREMIST,,,,,,RAD,,,0,036,036,03,1,4.0,2,1,2,1.13636363636364,4,"Nanyang, Henan, China",CH,CH09,33.8302,112.486,10541456,1,Syria,SY,SY,35.0,38.0,SY,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333061166,20140122,201401,2014,2014.0603,UIG,UYGUR,,,,,,,,,RAD,EXTREMIST,,,,,,RAD,,,0,036,036,03,1,4.0,6,1,6,1.13636363636364,1,Indonesia,ID,ID,-5.0,120.0,ID,1,Syria,SY,SY,35.0,38.0,SY,1,Indonesia,ID,ID,-5.0,120.0,ID,20150122,http://www.scmp.com/news/asia/article/1689475/chinese-nationals-stop-over-malaysia-way-mideast-battlegrounds&c=e3jOyurhP7Gp0e598btTfbTMN9T39QOfO5JwdPD5qek&mkt=en-us
333061742,20140122,201401,2014,2014.0603,uigREF,UYGHUR,,,uig,,,REF,,,UISSEA,SOUTHEAST ASIAN COUNTRIES,SEA,,,,,UIS,,,0,080,080,08,2,5.0,6,2,6,1.26820616853537,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150122,http://www.bignewsnetwork.com/index.php/sid/229614151
333252166,20140123,201401,2014,2014.063,uigREF,UYGHUR,,,uig,,,REF,,,UISSEA,SOUTHEAST ASIAN COUNTRIES,SEA,,,,,UIS,,,0,080,080,08,2,5.0,9,3,9,1.38403707118203,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150123,http://unpo.org/article/17887
332523805,20140119,201401,2014,2014.0521,CHN,XINJIANG,CHN,,,,,,,,TURCVL,TURKEY,TUR,,,,,CVL,,,0,173,173,17,4,-5.0,4,1,4,0.226244343891403,4,"Pingxiang, Jiangxi, China",CH,CH03,27.6167,113.85,-1921224,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20150119,http://www.mynextfone.co.uk/v2/headlines/police-in-china-have-shot-dead-two-uighurs-h540201.html
332523806,20140119,201401,2014,2014.0521,CHN,XINJIANG,CHN,,,,,,,,TURCVL,TURKISH,TUR,,,,,CVL,,,0,173,173,17,4,-5.0,12,1,12,0.226244343891403,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,1,Turkey,TU,TU,39.0,35.0,TU,20150119,http://www.mynextfone.co.uk/v2/headlines/police-in-china-have-shot-dead-two-uighurs-h540201.html
332524804,20140119,201401,2014,2014.0521,MYS,MALAYSIAN,MYS,,,,,,,,uig,UYGHUR,,,uig,,,,,,0,173,173,17,4,-5.0,2,1,2,0.0,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,4,"Xinjiang, Jiangxi, China",CH,CH03,27.7481,116.274,11065838,20150119,http://www.bernama.com.my/bernama/v7/ge/newsgeneral.php?id=1101962
